,area,date,interest,isPartial,brand,year,month,week,is_zero,estimated_min_interest,estimated_interest
328,ZA-MP,2019-04-28,0,False,Bradlows,2019,4,17,1,2.5,2.5
329,ZA-MP,2019-05-05,0,False,Bradlows,2019,5,18,1,2.5,2.5
330,ZA-MP,2019-05-12,27,False,Bradlows,2019,5,19,0,2.5,27.0
331,ZA-MP,2019-05-19,27,False,Bradlows,2019,5,20,0,2.5,27.0
332,ZA-MP,2019-05-26,0,False,Bradlows,2019,5,21,1,2.5,2.5
333,ZA-MP,2019-06-02,0,False,Bradlows,2019,6,22,1,2.5,2.5
334,ZA-MP,2019-06-09,0,False,Bradlows,2019,6,23,1,2.5,2.5
335,ZA-MP,2019-06-16,0,False,Bradlows,2019,6,24,1,2.5,2.5
336,ZA-MP,2019-06-23,0,False,Bradlows,2019,6,25,1,2.5,2.5
337,ZA-MP,2019-06-30,25,False,Bradlows,2019,6,26,0,2.5,25.0
338,ZA-MP,2019-07-07,0,False,Bradlows,2019,7,27,1,2.5,2.5
339,ZA-MP,2019-07-14,26,False,Bradlows,2019,7,28,0,2.5,26.0
340,ZA-MP,2019-07-21,0,False,Bradlows,2019,7,29,1,2.5,2.5
341,ZA-MP,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
342,ZA-MP,2019-08-04,25,False,Bradlows,2019,8,31,0,2.5,25.0
343,ZA-MP,2019-08-11,0,False,Bradlows,2019,8,32,1,2.5,2.5
344,ZA-MP,2019-08-18,0,False,Bradlows,2019,8,33,1,2.5,2.5
345,ZA-MP,2019-08-25,0,False,Bradlows,2019,8,34,1,2.5,2.5
346,ZA-MP,2019-09-01,0,False,Bradlows,2019,9,35,1,2.5,2.5
347,ZA-MP,2019-09-08,23,False,Bradlows,2019,9,36,0,2.5,23.0
348,ZA-MP,2019-09-15,0,False,Bradlows,2019,9,37,1,2.5,2.5
349,ZA-MP,2019-09-22,0,False,Bradlows,2019,9,38,1,2.5,2.5
350,ZA-MP,2019-09-29,0,False,Bradlows,2019,9,39,1,2.5,2.5
351,ZA-MP,2019-10-06,0,False,Bradlows,2019,10,40,1,2.5,2.5
352,ZA-MP,2019-10-13,22,False,Bradlows,2019,10,41,0,2.5,22.0
353,ZA-MP,2019-10-20,0,False,Bradlows,2019,10,42,1,2.5,2.5
354,ZA-MP,2019-10-27,43,False,Bradlows,2019,10,43,0,2.5,43.0
355,ZA-MP,2019-11-03,0,False,Bradlows,2019,11,44,1,2.5,2.5
356,ZA-MP,2019-11-10,0,False,Bradlows,2019,11,45,1,2.5,2.5
357,ZA-MP,2019-11-17,0,False,Bradlows,2019,11,46,1,2.5,2.5
358,ZA-MP,2019-11-24,42,False,Bradlows,2019,11,47,0,2.5,42.0
359,ZA-MP,2019-12-01,0,False,Bradlows,2019,12,48,1,2.5,2.5
360,ZA-MP,2019-12-08,0,False,Bradlows,2019,12,49,1,2.5,2.5
361,ZA-MP,2019-12-15,0,False,Bradlows,2019,12,50,1,2.5,2.5
362,ZA-MP,2019-12-22,0,False,Bradlows,2019,12,51,1,2.5,2.5
363,ZA-MP,2019-12-29,22,False,Bradlows,2019,12,52,0,2.5,22.0
364,ZA-NW,2019-01-06,0,False,Bradlows,2019,1,1,1,2.5,2.5
365,ZA-NW,2019-01-13,0,False,Bradlows,2019,1,2,1,2.5,2.5
366,ZA-NW,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
367,ZA-NW,2019-01-27,0,False,Bradlows,2019,1,4,1,2.5,2.5
368,ZA-NW,2019-02-03,0,False,Bradlows,2019,2,5,1,2.5,2.5
369,ZA-NW,2019-02-10,0,False,Bradlows,2019,2,6,1,2.5,2.5
370,ZA-NW,2019-02-17,0,False,Bradlows,2019,2,7,1,2.5,2.5
371,ZA-NW,2019-02-24,0,False,Bradlows,2019,2,8,1,2.5,2.5
372,ZA-NW,2019-03-03,0,False,Bradlows,2019,3,9,1,2.5,2.5
373,ZA-NW,2019-03-10,0,False,Bradlows,2019,3,10,1,2.5,2.5
374,ZA-NW,2019-03-17,0,False,Bradlows,2019,3,11,1,2.5,2.5
375,ZA-NW,2019-03-24,0,False,Bradlows,2019,3,12,1,2.5,2.5
376,ZA-NW,2019-03-31,0,False,Bradlows,2019,3,13,1,2.5,2.5
377,ZA-NW,2019-04-07,75,False,Bradlows,2019,4,14,0,2.5,75.0
378,ZA-NW,2019-04-14,79,False,Bradlows,2019,4,15,0,2.5,79.0
379,ZA-NW,2019-04-21,0,False,Bradlows,2019,4,16,1,2.5,2.5
380,ZA-NW,2019-04-28,0,False,Bradlows,2019,4,17,1,2.5,2.5
381,ZA-NW,2019-05-05,69,False,Bradlows,2019,5,18,0,2.5,69.0
382,ZA-NW,2019-05-12,0,False,Bradlows,2019,5,19,1,2.5,2.5
383,ZA-NW,2019-05-19,0,False,Bradlows,2019,5,20,1,2.5,2.5
384,ZA-NW,2019-05-26,0,False,Bradlows,2019,5,21,1,2.5,2.5
385,ZA-NW,2019-06-02,0,False,Bradlows,2019,6,22,1,2.5,2.5
386,ZA-NW,2019-06-09,0,False,Bradlows,2019,6,23,1,2.5,2.5
387,ZA-NW,2019-06-16,0,False,Bradlows,2019,6,24,1,2.5,2.5
388,ZA-NW,2019-06-23,0,False,Bradlows,2019,6,25,1,2.5,2.5
389,ZA-NW,2019-06-30,0,False,Bradlows,2019,6,26,1,2.5,2.5
390,ZA-NW,2019-07-07,0,False,Bradlows,2019,7,27,1,2.5,2.5
391,ZA-NW,2019-07-14,0,False,Bradlows,2019,7,28,1,2.5,2.5
392,ZA-NW,2019-07-21,0,False,Bradlows,2019,7,29,1,2.5,2.5
393,ZA-NW,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
394,ZA-NW,2019-08-04,0,False,Bradlows,2019,8,31,1,2.5,2.5
395,ZA-NW,2019-08-11,0,False,Bradlows,2019,8,32,1,2.5,2.5
396,ZA-NW,2019-08-18,0,False,Bradlows,2019,8,33,1,2.5,2.5
397,ZA-NW,2019-08-25,0,False,Bradlows,2019,8,34,1,2.5,2.5
398,ZA-NW,2019-09-01,0,False,Bradlows,2019,9,35,1,2.5,2.5
399,ZA-NW,2019-09-08,0,False,Bradlows,2019,9,36,1,2.5,2.5
400,ZA-NW,2019-09-15,0,False,Bradlows,2019,9,37,1,2.5,2.5
401,ZA-NW,2019-09-22,0,False,Bradlows,2019,9,38,1,2.5,2.5
402,ZA-NW,2019-09-29,0,False,Bradlows,2019,9,39,1,2.5,2.5
403,ZA-NW,2019-10-06,0,False,Bradlows,2019,10,40,1,2.5,2.5
404,ZA-NW,2019-10-13,0,False,Bradlows,2019,10,41,1,2.5,2.5
405,ZA-NW,2019-10-20,0,False,Bradlows,2019,10,42,1,2.5,2.5
406,ZA-NW,2019-10-27,0,False,Bradlows,2019,10,43,1,2.5,2.5
407,ZA-NW,2019-11-03,0,False,Bradlows,2019,11,44,1,2.5,2.5
408,ZA-NW,2019-11-10,0,False,Bradlows,2019,11,45,1,2.5,2.5
409,ZA-NW,2019-11-17,0,False,Bradlows,2019,11,46,1,2.5,2.5
410,ZA-NW,2019-11-24,63,False,Bradlows,2019,11,47,0,2.5,63.0
411,ZA-NW,2019-12-01,0,False,Bradlows,2019,12,48,1,2.5,2.5
412,ZA-NW,2019-12-08,0,False,Bradlows,2019,12,49,1,2.5,2.5
413,ZA-NW,2019-12-15,0,False,Bradlows,2019,12,50,1,2.5,2.5
414,ZA-NW,2019-12-22,0,False,Bradlows,2019,12,51,1,2.5,2.5
415,ZA-NW,2019-12-29,0,False,Bradlows,2019,12,52,1,2.5,2.5
416,ZA-NC,2019-01-06,52,False,Bradlows,2019,1,1,0,2.5,52.0
417,ZA-NC,2019-01-13,0,False,Bradlows,2019,1,2,1,2.5,2.5
418,ZA-NC,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
419,ZA-NC,2019-01-27,0,False,Bradlows,2019,1,4,1,2.5,2.5
420,ZA-NC,2019-02-03,0,False,Bradlows,2019,2,5,1,2.5,2.5
421,ZA-NC,2019-02-10,0,False,Bradlows,2019,2,6,1,2.5,2.5
422,ZA-NC,2019-02-17,0,False,Bradlows,2019,2,7,1,2.5,2.5
423,ZA-NC,2019-02-24,0,False,Bradlows,2019,2,8,1,2.5,2.5
424,ZA-NC,2019-03-03,0,False,Bradlows,2019,3,9,1,2.5,2.5
425,ZA-NC,2019-03-10,0,False,Bradlows,2019,3,10,1,2.5,2.5
426,ZA-NC,2019-03-17,0,False,Bradlows,2019,3,11,1,2.5,2.5
427,ZA-NC,2019-03-24,0,False,Bradlows,2019,3,12,1,2.5,2.5
428,ZA-NC,2019-03-31,0,False,Bradlows,2019,3,13,1,2.5,2.5
429,ZA-NC,2019-04-07,0,False,Bradlows,2019,4,14,1,2.5,2.5
430,ZA-NC,2019-04-14,0,False,Bradlows,2019,4,15,1,2.5,2.5
431,ZA-NC,2019-04-21,0,False,Bradlows,2019,4,16,1,2.5,2.5
432,ZA-NC,2019-04-28,0,False,Bradlows,2019,4,17,1,2.5,2.5
433,ZA-NC,2019-05-05,0,False,Bradlows,2019,5,18,1,2.5,2.5
434,ZA-NC,2019-05-12,0,False,Bradlows,2019,5,19,1,2.5,2.5
435,ZA-NC,2019-05-19,0,False,Bradlows,2019,5,20,1,2.5,2.5
436,ZA-NC,2019-05-26,0,False,Bradlows,2019,5,21,1,2.5,2.5
437,ZA-NC,2019-06-02,0,False,Bradlows,2019,6,22,1,2.5,2.5
438,ZA-NC,2019-06-09,0,False,Bradlows,2019,6,23,1,2.5,2.5
439,ZA-NC,2019-06-16,0,False,Bradlows,2019,6,24,1,2.5,2.5
440,ZA-NC,2019-06-23,0,False,Bradlows,2019,6,25,1,2.5,2.5
441,ZA-NC,2019-06-30,0,False,Bradlows,2019,6,26,1,2.5,2.5
442,ZA-NC,2019-07-07,0,False,Bradlows,2019,7,27,1,2.5,2.5
443,ZA-NC,2019-07-14,0,False,Bradlows,2019,7,28,1,2.5,2.5
444,ZA-NC,2019-07-21,0,False,Bradlows,2019,7,29,1,2.5,2.5
445,ZA-NC,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
446,ZA-NC,2019-08-04,0,False,Bradlows,2019,8,31,1,2.5,2.5
447,ZA-NC,2019-08-11,0,False,Bradlows,2019,8,32,1,2.5,2.5
448,ZA-NC,2019-08-18,0,False,Bradlows,2019,8,33,1,2.5,2.5
449,ZA-NC,2019-08-25,0,False,Bradlows,2019,8,34,1,2.5,2.5
450,ZA-NC,2019-09-01,0,False,Bradlows,2019,9,35,1,2.5,2.5
451,ZA-NC,2019-09-08,0,False,Bradlows,2019,9,36,1,2.5,2.5
452,ZA-NC,2019-09-15,0,False,Bradlows,2019,9,37,1,2.5,2.5
453,ZA-NC,2019-09-22,0,False,Bradlows,2019,9,38,1,2.5,2.5
454,ZA-NC,2019-09-29,0,False,Bradlows,2019,9,39,1,2.5,2.5
455,ZA-NC,2019-10-06,0,False,Bradlows,2019,10,40,1,2.5,2.5
456,ZA-NC,2019-10-13,0,False,Bradlows,2019,10,41,1,2.5,2.5
457,ZA-NC,2019-10-20,0,False,Bradlows,2019,10,42,1,2.5,2.5
458,ZA-NC,2019-10-27,0,False,Bradlows,2019,10,43,1,2.5,2.5
459,ZA-NC,2019-11-03,0,False,Bradlows,2019,11,44,1,2.5,2.5
460,ZA-NC,2019-11-10,0,False,Bradlows,2019,11,45,1,2.5,2.5
461,ZA-NC,2019-11-17,0,False,Bradlows,2019,11,46,1,2.5,2.5
462,ZA-NC,2019-11-24,0,False,Bradlows,2019,11,47,1,2.5,2.5
463,ZA-NC,2019-12-01,0,False,Bradlows,2019,12,48,1,2.5,2.5
464,ZA-NC,2019-12-08,0,False,Bradlows,2019,12,49,1,2.5,2.5
465,ZA-NC,2019-12-15,0,False,Bradlows,2019,12,50,1,2.5,2.5
466,ZA-NC,2019-12-22,0,False,Bradlows,2019,12,51,1,2.5,2.5
467,ZA-NC,2019-12-29,0,False,Bradlows,2019,12,52,1,2.5,2.5
468,ZA-WC,2019-01-06,20,False,Bradlows,2019,1,1,0,2.5,20.0
469,ZA-WC,2019-01-13,0,False,Bradlows,2019,1,2,1,2.5,2.5
470,ZA-WC,2019-01-20,0,False,Bradlows,2019,1,3,1,2.5,2.5
471,ZA-WC,2019-01-27,0,False,Bradlows,2019,1,4,1,2.5,2.5
472,ZA-WC,2019-02-03,18,False,Bradlows,2019,2,5,0,2.5,18.0
473,ZA-WC,2019-02-10,37,False,Bradlows,2019,2,6,0,2.5,37.0
474,ZA-WC,2019-02-17,0,False,Bradlows,2019,2,7,1,2.5,2.5
475,ZA-WC,2019-02-24,0,False,Bradlows,2019,2,8,1,2.5,2.5
476,ZA-WC,2019-03-03,57,False,Bradlows,2019,3,9,0,2.5,57.0
477,ZA-WC,2019-03-10,19,False,Bradlows,2019,3,10,0,2.5,19.0
478,ZA-WC,2019-03-17,42,False,Bradlows,2019,3,11,0,2.5,42.0
479,ZA-WC,2019-03-24,20,False,Bradlows,2019,3,12,0,2.5,20.0
480,ZA-WC,2019-03-31,0,False,Bradlows,2019,3,13,1,2.5,2.5
481,ZA-WC,2019-04-07,19,False,Bradlows,2019,4,14,0,2.5,19.0
482,ZA-WC,2019-04-14,0,False,Bradlows,2019,4,15,1,2.5,2.5
483,ZA-WC,2019-04-21,21,False,Bradlows,2019,4,16,0,2.5,21.0
484,ZA-WC,2019-04-28,40,False,Bradlows,2019,4,17,0,2.5,40.0
485,ZA-WC,2019-05-05,58,False,Bradlows,2019,5,18,0,2.5,58.0
486,ZA-WC,2019-05-12,40,False,Bradlows,2019,5,19,0,2.5,40.0
487,ZA-WC,2019-05-19,0,False,Bradlows,2019,5,20,1,2.5,2.5
488,ZA-WC,2019-05-26,19,False,Bradlows,2019,5,21,0,2.5,19.0
489,ZA-WC,2019-06-02,0,False,Bradlows,2019,6,22,1,2.5,2.5
490,ZA-WC,2019-06-09,0,False,Bradlows,2019,6,23,1,2.5,2.5
491,ZA-WC,2019-06-16,21,False,Bradlows,2019,6,24,0,2.5,21.0
492,ZA-WC,2019-06-23,20,False,Bradlows,2019,6,25,0,2.5,20.0
493,ZA-WC,2019-06-30,0,False,Bradlows,2019,6,26,1,2.5,2.5
494,ZA-WC,2019-07-07,20,False,Bradlows,2019,7,27,0,2.5,20.0
495,ZA-WC,2019-07-14,19,False,Bradlows,2019,7,28,0,2.5,19.0
496,ZA-WC,2019-07-21,19,False,Bradlows,2019,7,29,0,2.5,19.0
497,ZA-WC,2019-07-28,0,False,Bradlows,2019,7,30,1,2.5,2.5
498,ZA-WC,2019-08-04,0,False,Bradlows,2019,8,31,1,2.5,2.5
499,ZA-WC,2019-08-11,18,False,Bradlows,2019,8,32,0,2.5,18.0
500,ZA-WC,2019-08-18,0,False,Bradlows,2019,8,33,1,2.5,2.5
501,ZA-WC,2019-08-25,19,False,Bradlows,2019,8,34,0,2.5,19.0
502,ZA-WC,2019-09-01,18,False,Bradlows,2019,9,35,0,2.5,18.0
503,ZA-WC,2019-09-08,18,False,Bradlows,2019,9,36,0,2.5,18.0
504,ZA-WC,2019-09-15,0,False,Bradlows,2019,9,37,1,2.5,2.5
505,ZA-WC,2019-09-22,19,False,Bradlows,2019,9,38,0,2.5,19.0
506,ZA-WC,2019-09-29,17,False,Bradlows,2019,9,39,0,2.5,17.0
507,ZA-WC,2019-10-06,0,False,Bradlows,2019,10,40,1,2.5,2.5
508,ZA-WC,2019-10-13,18,False,Bradlows,2019,10,41,0,2.5,18.0
509,ZA-WC,2019-10-20,0,False,Bradlows,2019,10,42,1,2.5,2.5
510,ZA-WC,2019-10-27,0,False,Bradlows,2019,10,43,1,2.5,2.5
511,ZA-WC,2019-11-03,17,False,Bradlows,2019,11,44,0,2.5,17.0
512,ZA-WC,2019-11-10,51,False,Bradlows,2019,11,45,0,2.5,51.0
513,ZA-WC,2019-11-17,36,False,Bradlows,2019,11,46,0,2.5,36.0
514,ZA-WC,2019-11-24,36,False,Bradlows,2019,11,47,0,2.5,36.0
515,ZA-WC,2019-12-01,0,False,Bradlows,2019,12,48,1,2.5,2.5
516,ZA-WC,2019-12-08,19,False,Bradlows,2019,12,49,0,2.5,19.0
517,ZA-WC,2019-12-15,0,False,Bradlows,2019,12,50,1,2.5,2.5
518,ZA-WC,2019-12-22,41,False,Bradlows,2019,12,51,0,2.5,41.0
519,ZA-WC,2019-12-29,0,False,Bradlows,2019,12,52,1,2.5,2.5
520,ZA,2019-01-06,22,False,Russells,2019,1,1,0,3.0,22.0
521,ZA,2019-01-13,7,False,Russells,2019,1,2,0,3.0,7.0
522,ZA,2019-01-20,14,False,Russells,2019,1,3,0,3.0,14.0
523,ZA,2019-01-27,0,False,Russells,2019,1,4,1,3.0,3.0
524,ZA,2019-02-03,20,False,Russells,2019,2,5,0,3.0,20.0
525,ZA,2019-02-10,7,False,Russells,2019,2,6,0,3.0,7.0
526,ZA,2019-02-17,41,False,Russells,2019,2,7,0,3.0,41.0
527,ZA,2019-02-24,20,False,Russells,2019,2,8,0,3.0,20.0
528,ZA,2019-03-03,7,False,Russells,2019,3,9,0,3.0,7.0
529,ZA,2019-03-10,7,False,Russells,2019,3,10,0,3.0,7.0
530,ZA,2019-03-17,0,False,Russells,2019,3,11,1,3.0,3.0
531,ZA,2019-03-24,14,False,Russells,2019,3,12,0,3.0,14.0
532,ZA,2019-03-31,20,False,Russells,2019,3,13,0,3.0,20.0
533,ZA,2019-04-07,7,False,Russells,2019,4,14,0,3.0,7.0
534,ZA,2019-04-14,7,False,Russells,2019,4,15,0,3.0,7.0
535,ZA,2019-04-21,0,False,Russells,2019,4,16,1,3.0,3.0
536,ZA,2019-04-28,28,False,Russells,2019,4,17,0,3.0,28.0
537,ZA,2019-05-05,20,False,Russells,2019,5,18,0,3.0,20.0
538,ZA,2019-05-12,7,False,Russells,2019,5,19,0,3.0,7.0
539,ZA,2019-05-19,35,False,Russells,2019,5,20,0,3.0,35.0
540,ZA,2019-05-26,7,False,Russells,2019,5,21,0,3.0,7.0
541,ZA,2019-06-02,26,False,Russells,2019,6,22,0,3.0,26.0
542,ZA,2019-06-09,21,False,Russells,2019,6,23,0,3.0,21.0
543,ZA,2019-06-16,7,False,Russells,2019,6,24,0,3.0,7.0
544,ZA,2019-06-23,21,False,Russells,2019,6,25,0,3.0,21.0
545,ZA,2019-06-30,13,False,Russells,2019,6,26,0,3.0,13.0
546,ZA,2019-07-07,27,False,Russells,2019,7,27,0,3.0,27.0
547,ZA,2019-07-14,7,False,Russells,2019,7,28,0,3.0,7.0
548,ZA,2019-07-21,27,False,Russells,2019,7,29,0,3.0,27.0
549,ZA,2019-07-28,33,False,Russells,2019,7,30,0,3.0,33.0
550,ZA,2019-08-04,20,False,Russells,2019,8,31,0,3.0,20.0
551,ZA,2019-08-11,25,False,Russells,2019,8,32,0,3.0,25.0
552,ZA,2019-08-18,25,False,Russells,2019,8,33,0,3.0,25.0
553,ZA,2019-08-25,13,False,Russells,2019,8,34,0,3.0,13.0
554,ZA,2019-09-01,19,False,Russells,2019,9,35,0,3.0,19.0
555,ZA,2019-09-08,12,False,Russells,2019,9,36,0,3.0,12.0
556,ZA,2019-09-15,19,False,Russells,2019,9,37,0,3.0,19.0
557,ZA,2019-09-22,27,False,Russells,2019,9,38,0,3.0,27.0
558,ZA,2019-09-29,12,False,Russells,2019,9,39,0,3.0,12.0
559,ZA,2019-10-06,0,False,Russells,2019,10,40,1,3.0,3.0
560,ZA,2019-10-13,25,False,Russells,2019,10,41,0,3.0,25.0
561,ZA,2019-10-20,12,False,Russells,2019,10,42,0,3.0,12.0
562,ZA,2019-10-27,18,False,Russells,2019,10,43,0,3.0,18.0
563,ZA,2019-11-03,6,False,Russells,2019,11,44,0,3.0,6.0
564,ZA,2019-11-10,12,False,Russells,2019,11,45,0,3.0,12.0
565,ZA,2019-11-17,19,False,Russells,2019,11,46,0,3.0,19.0
566,ZA,2019-11-24,45,False,Russells,2019,11,47,0,3.0,45.0
567,ZA,2019-12-01,32,False,Russells,2019,12,48,0,3.0,32.0
568,ZA,2019-12-08,35,False,Russells,2019,12,49,0,3.0,35.0
569,ZA,2019-12-15,35,False,Russells,2019,12,50,0,3.0,35.0
570,ZA,2019-12-22,8,False,Russells,2019,12,51,0,3.0,8.0
571,ZA,2019-12-29,22,False,Russells,2019,12,52,0,3.0,22.0
572,ZA-EC,2019-01-06,51,False,Russells,2019,1,1,0,3.0,51.0
573,ZA-EC,2019-01-13,0,False,Russells,2019,1,2,1,3.0,3.0
574,ZA-EC,2019-01-20,49,False,Russells,2019,1,3,0,3.0,49.0
575,ZA-EC,2019-01-27,0,False,Russells,2019,1,4,1,3.0,3.0
576,ZA-EC,2019-02-03,0,False,Russells,2019,2,5,1,3.0,3.0
577,ZA-EC,2019-02-10,0,False,Russells,2019,2,6,1,3.0,3.0
578,ZA-EC,2019-02-17,0,False,Russells,2019,2,7,1,3.0,3.0
579,ZA-EC,2019-02-24,0,False,Russells,2019,2,8,1,3.0,3.0
580,ZA-EC,2019-03-03,0,False,Russells,2019,3,9,1,3.0,3.0
581,ZA-EC,2019-03-10,0,False,Russells,2019,3,10,1,3.0,3.0
582,ZA-EC,2019-03-17,0,False,Russells,2019,3,11,1,3.0,3.0
583,ZA-EC,2019-03-24,0,False,Russells,2019,3,12,1,3.0,3.0
584,ZA-EC,2019-03-31,0,False,Russells,2019,3,13,1,3.0,3.0
585,ZA-EC,2019-04-07,0,False,Russells,2019,4,14,1,3.0,3.0
586,ZA-EC,2019-04-14,0,False,Russells,2019,4,15,1,3.0,3.0
587,ZA-EC,2019-04-21,0,False,Russells,2019,4,16,1,3.0,3.0
588,ZA-EC,2019-04-28,0,False,Russells,2019,4,17,1,3.0,3.0
589,ZA-EC,2019-05-05,87,False,Russells,2019,5,18,0,3.0,87.0
590,ZA-EC,2019-05-12,0,False,Russells,2019,5,19,1,3.0,3.0
591,ZA-EC,2019-05-19,45,False,Russells,2019,5,20,0,3.0,45.0
592,ZA-EC,2019-05-26,0,False,Russells,2019,5,21,1,3.0,3.0
593,ZA-EC,2019-06-02,0,False,Russells,2019,6,22,1,3.0,3.0
594,ZA-EC,2019-06-09,0,False,Russells,2019,6,23,1,3.0,3.0
595,ZA-EC,2019-06-16,0,False,Russells,2019,6,24,1,3.0,3.0
596,ZA-EC,2019-06-23,0,False,Russells,2019,6,25,1,3.0,3.0
597,ZA-EC,2019-06-30,0,False,Russells,2019,6,26,1,3.0,3.0
598,ZA-EC,2019-07-07,0,False,Russells,2019,7,27,1,3.0,3.0
599,ZA-EC,2019-07-14,0,False,Russells,2019,7,28,1,3.0,3.0
600,ZA-EC,2019-07-21,0,False,Russells,2019,7,29,1,3.0,3.0
601,ZA-EC,2019-07-28,0,False,Russells,2019,7,30,1,3.0,3.0
602,ZA-EC,2019-08-04,0,False,Russells,2019,8,31,1,3.0,3.0
603,ZA-EC,2019-08-11,0,False,Russells,2019,8,32,1,3.0,3.0
604,ZA-EC,2019-08-18,0,False,Russells,2019,8,33,1,3.0,3.0
605,ZA-EC,2019-08-25,0,False,Russells,2019,8,34,1,3.0,3.0
606,ZA-EC,2019-09-01,0,False,Russells,2019,9,35,1,3.0,3.0
607,ZA-EC,2019-09-08,0,False,Russells,2019,9,36,1,3.0,3.0
608,ZA-EC,2019-09-15,0,False,Russells,2019,9,37,1,3.0,3.0
609,ZA-EC,2019-09-22,0,False,Russells,2019,9,38,1,3.0,3.0
610,ZA-EC,2019-09-29,0,False,Russells,2019,9,39,1,3.0,3.0
611,ZA-EC,2019-10-06,0,False,Russells,2019,10,40,1,3.0,3.0
612,ZA-EC,2019-10-13,0,False,Russells,2019,10,41,1,3.0,3.0
613,ZA-EC,2019-10-20,0,False,Russells,2019,10,42,1,3.0,3.0
614,ZA-EC,2019-10-27,37,False,Russells,2019,10,43,0,3.0,37.0
615,ZA-EC,2019-11-03,0,False,Russells,2019,11,44,1,3.0,3.0
616,ZA-EC,2019-11-10,0,False,Russells,2019,11,45,1,3.0,3.0
617,ZA-EC,2019-11-17,0,False,Russells,2019,11,46,1,3.0,3.0
618,ZA-EC,2019-11-24,0,False,Russells,2019,11,47,1,3.0,3.0
619,ZA-EC,2019-12-01,0,False,Russells,2019,12,48,1,3.0,3.0
620,ZA-EC,2019-12-08,0,False,Russells,2019,12,49,1,3.0,3.0
621,ZA-EC,2019-12-15,0,False,Russells,2019,12,50,1,3.0,3.0
622,ZA-EC,2019-12-22,0,False,Russells,2019,12,51,1,3.0,3.0
623,ZA-EC,2019-12-29,0,False,Russells,2019,12,52,1,3.0,3.0
624,ZA-FS,2019-01-06,0,False,Russells,2019,1,1,1,3.0,3.0
625,ZA-FS,2019-01-13,0,False,Russells,2019,1,2,1,3.0,3.0
626,ZA-FS,2019-01-20,0,False,Russells,2019,1,3,1,3.0,3.0
627,ZA-FS,2019-01-27,0,False,Russells,2019,1,4,1,3.0,3.0
628,ZA-FS,2019-02-03,0,False,Russells,2019,2,5,1,3.0,3.0
629,ZA-FS,2019-02-10,0,False,Russells,2019,2,6,1,3.0,3.0
630,ZA-FS,2019-02-17,0,False,Russells,2019,2,7,1,3.0,3.0
631,ZA-FS,2019-02-24,0,False,Russells,2019,2,8,1,3.0,3.0
632,ZA-FS,2019-03-03,0,False,Russells,2019,3,9,1,3.0,3.0
633,ZA-FS,2019-03-10,0,False,Russells,2019,3,10,1,3.0,3.0
634,ZA-FS,2019-03-17,0,False,Russells,2019,3,11,1,3.0,3.0
635,ZA-FS,2019-03-24,0,False,Russells,2019,3,12,1,3.0,3.0
636,ZA-FS,2019-03-31,0,False,Russells,2019,3,13,1,3.0,3.0
637,ZA-FS,2019-04-07,0,False,Russells,2019,4,14,1,3.0,3.0
638,ZA-FS,2019-04-14,0,False,Russells,2019,4,15,1,3.0,3.0
639,ZA-FS,2019-04-21,0,False,Russells,2019,4,16,1,3.0,3.0
640,ZA-FS,2019-04-28,0,False,Russells,2019,4,17,1,3.0,3.0
641,ZA-FS,2019-05-05,0,False,Russells,2019,5,18,1,3.0,3.0
642,ZA-FS,2019-05-12,0,False,Russells,2019,5,19,1,3.0,3.0
643,ZA-FS,2019-05-19,0,False,Russells,2019,5,20,1,3.0,3.0
644,ZA-FS,2019-05-26,0,False,Russells,2019,5,21,1,3.0,3.0
645,ZA-FS,2019-06-02,0,False,Russells,2019,6,22,1,3.0,3.0
646,ZA-FS,2019-06-09,0,False,Russells,2019,6,23,1,3.0,3.0
647,ZA-FS,2019-06-16,0,False,Russells,2019,6,24,1,3.0,3.0
648,ZA-FS,2019-06-23,0,False,Russells,2019,6,25,1,3.0,3.0
649,ZA-FS,2019-06-30,0,False,Russells,2019,6,26,1,3.0,3.0
650,ZA-FS,2019-07-07,0,False,Russells,2019,7,27,1,3.0,3.0
651,ZA-FS,2019-07-14,0,False,Russells,2019,7,28,1,3.0,3.0
652,ZA-FS,2019-07-21,0,False,Russells,2019,7,29,1,3.0,3.0
653,ZA-FS,2019-07-28,0,False,Russells,2019,7,30,1,3.0,3.0
654,ZA-FS,2019-08-04,0,False,Russells,2019,8,31,1,3.0,3.0
655,ZA-FS,2019-08-11,67,False,Russells,2019,8,32,0,3.0,67.0
656,ZA-FS,2019-08-18,0,False,Russells,2019,8,33,1,3.0,3.0
657,ZA-FS,2019-08-25,0,False,Russells,2019,8,34,1,3.0,3.0
658,ZA-FS,2019-09-01,0,False,Russells,2019,9,35,1,3.0,3.0
659,ZA-FS,2019-09-08,0,False,Russells,2019,9,36,1,3.0,3.0
660,ZA-FS,2019-09-15,0,False,Russells,2019,9,37,1,3.0,3.0
661,ZA-FS,2019-09-22,0,False,Russells,2019,9,38,1,3.0,3.0
